,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,
ENSMUSG00000094978_Scgb1b20,3.256691034,6.030931005,3.054763278,1.974271148,NA,NA,,,19,ENSMUSG00000094978
ENSMUSG00000095007_Igkv12-41,10.29376994,3.748259566,2.943856684,1.273247977,NA,NA,,,19,ENSMUSG00000095007
ENSMUSG00000095054_Gm13146,0.82901241,1.059150836,2.68681977,0.394202413,0.693431605,NA,,,19,ENSMUSG00000095054
ENSMUSG00000095096_Vmn2r-ps17,0.80231973,-2.516470012,2.52954975,-0.994829223,0.319819331,NA,,,19,ENSMUSG00000095096
ENSMUSG00000095127_Ighv1-82,25.67924086,8.860131902,3.037120616,2.917280221,NA,NA,,,19,ENSMUSG00000095127
ENSMUSG00000095130_Ighv1-39,6.004088272,-5.420215372,2.497612377,-2.170158757,NA,NA,,,19,ENSMUSG00000095130
ENSMUSG00000095139_Pou3f2,1.009052416,2.122239583,2.510603615,0.845310495,0.397937503,NA,,,19,ENSMUSG00000095139
ENSMUSG00000095159_Tubb4b-ps1,1.511085239,-0.483886824,1.377321109,-0.351324627,0.725344822,NA,,,19,ENSMUSG00000095159
ENSMUSG00000095168_Gm4795,1.873780919,2.03291956,1.164418556,1.745866681,0.080834121,NA,,,19,ENSMUSG00000095168
ENSMUSG00000095200_Ighv1-7,10.7132707,-5.116588985,2.978881244,-1.717621001,NA,NA,,,19,ENSMUSG00000095200
ENSMUSG00000095204_Ighv1-52,0.719727592,-2.360685299,3.056324203,-0.772393615,0.439881335,NA,,,19,ENSMUSG00000095204
ENSMUSG00000095210_Ighv5-9-1,2.818768143,-4.2733301,2.325366997,-1.837701363,0.066106423,NA,,,19,ENSMUSG00000095210
ENSMUSG00000095257_Scgb1b3,2.480912534,5.706394153,3.056009346,1.867269863,0.061863912,NA,,,19,ENSMUSG00000095257
ENSMUSG00000095294_Gm21119,2.66815858,-0.972279609,1.845301195,-0.526894803,0.598266643,NA,,,19,ENSMUSG00000095294
ENSMUSG00000095298_Gm12407,1.66891103,-0.132781502,1.481973739,-0.089597743,0.928606878,NA,,,19,ENSMUSG00000095298
ENSMUSG00000095320_Ccl21a,2.853438372,-0.459053029,2.259341055,-0.20318005,NA,NA,,,19,ENSMUSG00000095320
ENSMUSG00000095334_Gm21984,1.453943084,-0.696600583,1.304614015,-0.533951479,0.593375104,NA,,,19,ENSMUSG00000095334
ENSMUSG00000095335_Igkv3-5,2.338085814,2.685389513,2.349343108,1.143038453,0.253022626,NA,,,19,ENSMUSG00000095335
ENSMUSG00000095348_Gm3892,2.699582895,0.163843131,1.346802423,0.121653428,0.903173499,NA,,,19,ENSMUSG00000095348
ENSMUSG00000095369_Gm21859,0.707238662,0.645914798,2.413259026,0.267652494,0.78896682,NA,,,19,ENSMUSG00000095369
ENSMUSG00000095385_D630033O11Rik,3.257706509,-1.087460922,1.359028439,-0.800175251,0.423609267,NA,,,19,ENSMUSG00000095385
ENSMUSG00000095407_Tmem200c,2.635967336,-0.114721611,1.213329171,-0.094551103,0.92467139,NA,,,19,ENSMUSG00000095407
ENSMUSG00000095427_Rps2-ps6,2.29541573,-0.077690851,1.435869439,-0.054107183,0.956849769,NA,,,19,ENSMUSG00000095427
ENSMUSG00000095456_Il11ra2,3.386951597,-0.337176042,1.856396417,-0.181629333,0.855873628,NA,,,19,ENSMUSG00000095456
ENSMUSG00000095478_Gm9824,3.395326639,-0.283323475,0.884498378,-0.320321079,0.748724946,NA,,,19,ENSMUSG00000095478
ENSMUSG00000095524_Gm15682,2.109146804,0.191148006,1.425508512,0.134091101,0.893330536,NA,,,19,ENSMUSG00000095524
ENSMUSG00000095552_4933409K07Rik,4.151836364,0.485054036,1.041805803,0.465589685,0.641509228,NA,,,19,ENSMUSG00000095552
ENSMUSG00000095571_Ighv5-17,3.906469001,2.763808844,1.779922025,1.552769618,NA,NA,,,19,ENSMUSG00000095571
ENSMUSG00000095576_Fmo6,7.536361967,3.381586835,1.35659823,2.492695893,NA,NA,,,19,ENSMUSG00000095576
ENSMUSG00000095583_Ighv14-2,0.727172972,4.288583779,3.059617682,1.401673093,0.161012889,NA,,,19,ENSMUSG00000095583
ENSMUSG00000095588_Gm12350,1.714597017,-0.745075148,1.351347795,-0.551357061,0.58138893,NA,,,19,ENSMUSG00000095588
ENSMUSG00000095589_Ighv1-55,0.979973464,-0.124436845,2.174123615,-0.057235405,0.954357675,NA,,,19,ENSMUSG00000095589
ENSMUSG00000095612_Ighv5-4,3.778619199,-4.756389853,1.876432085,-2.534805225,0.011250986,NA,,,19,ENSMUSG00000095612
ENSMUSG00000095620_Csta2,3.566118016,0.016835982,0.998794749,0.016856298,0.986551257,NA,,,19,ENSMUSG00000095620
ENSMUSG00000095623_Il11ra2,2.932315237,0.625958195,1.828561739,0.342322702,0.732108053,NA,,,19,ENSMUSG00000095623
ENSMUSG00000095651_Gm21817,0.740771929,1.588928035,2.018406923,0.787218879,0.431153747,NA,,,19,ENSMUSG00000095651
ENSMUSG00000095661_Gm8935,0.766436755,-1.776484386,1.966698631,-0.903282464,0.366376001,NA,,,19,ENSMUSG00000095661
ENSMUSG00000095700_Ighv10-3,1.321814511,4.961660601,2.703352658,1.835373045,0.066450435,NA,,,19,ENSMUSG00000095700
ENSMUSG00000095704_Gm8221,0.638909508,2.008401208,2.479829339,0.80989493,0.418000566,NA,,,19,ENSMUSG00000095704
ENSMUSG00000095753_Igkv4-53,1.377383355,3.67985708,2.750413569,1.337928638,0.180919701,NA,,,19,ENSMUSG00000095753
ENSMUSG00000095762_Gm16378,2.406063253,0.597733086,1.116989843,0.535128488,0.592561012,NA,,,19,ENSMUSG00000095762
ENSMUSG00000095766_Gm21182,0.929736152,0.463781969,2.20211649,0.210607373,0.833193659,NA,,,19,ENSMUSG00000095766
ENSMUSG00000095771_Igkv14-111,3.17631644,1.294839376,1.55165979,0.834486647,0.404006809,NA,,,19,ENSMUSG00000095771
ENSMUSG00000095779_Gm2163,1.325140017,0.317678682,2.889171704,0.109954933,0.912445116,NA,,,19,ENSMUSG00000095779
ENSMUSG00000095836_Gm21960,1.294050718,0.367369314,1.838964187,0.199769695,0.841660704,NA,,,19,ENSMUSG00000095836
ENSMUSG00000095847_Gm5451,2.268507495,-1.161405437,1.294251034,-0.897357164,0.369528362,NA,,,19,ENSMUSG00000095847
ENSMUSG00000095852_Gm10256,3.575848111,2.718167513,2.502174916,1.086321941,NA,NA,,,19,ENSMUSG00000095852
ENSMUSG00000095858_Olfr104-ps,0.66984767,0.259933774,2.105683517,0.123443894,0.9017556,NA,,,19,ENSMUSG00000095858
ENSMUSG00000095865_Gm13237,2.502191726,-0.257697519,1.349965364,-0.190891949,0.848610248,NA,,,19,ENSMUSG00000095865
ENSMUSG00000095912_Gm3317,0.985906658,-1.963699184,2.43671898,-0.805878396,0.420312969,NA,,,19,ENSMUSG00000095912
ENSMUSG00000095948_Gm21708,1.96363567,3.490546047,2.604858475,1.340013701,0.18024089,NA,,,19,ENSMUSG00000095948
ENSMUSG00000095981_Ighv10-1,1.460805226,-2.460873097,2.814453412,-0.874369811,0.381916893,NA,,,19,ENSMUSG00000095981
ENSMUSG00000096010_H4f16,1.87662962,-0.379676578,1.413155424,-0.268672909,0.788181401,NA,,,19,ENSMUSG00000096010
ENSMUSG00000096020_Ighv1-75,1.723011973,-3.619781224,2.572602433,-1.407050377,0.159412451,NA,,,19,ENSMUSG00000096020
ENSMUSG00000096035_Odaph,3.538511282,-4.357658905,1.473909937,-2.956529972,0.00311122,NA,,,19,ENSMUSG00000096035
ENSMUSG00000096045_Gm21698,0.484388255,3.791867905,3.070098082,1.235096666,0.21679453,NA,,,19,ENSMUSG00000096045
ENSMUSG00000096052_9930004E17Rik,1.745555211,0.979684963,1.185216495,0.826587351,0.408470989,NA,,,19,ENSMUSG00000096052
ENSMUSG00000096074_Ighv1-72,1.02724422,0.685495587,1.958777218,0.349960976,0.726367985,NA,,,19,ENSMUSG00000096074
ENSMUSG00000096086_Gm4761,1.027719248,0.944055923,1.374048117,0.687061764,0.492043808,NA,,,19,ENSMUSG00000096086
ENSMUSG00000096094_A630095N17Rik,1.518462276,0.796797684,1.231958908,0.64677294,0.517778908,NA,,,19,ENSMUSG00000096094
ENSMUSG00000096160_Gm3436,2.072428147,-1.817586216,1.320962083,-1.375956388,0.168835136,NA,,,19,ENSMUSG00000096160
ENSMUSG00000096169_Olfr1564,1.939152825,1.710226032,1.304026562,1.311496316,0.189690138,NA,,,19,ENSMUSG00000096169
ENSMUSG00000096233_Gm13238,1.282143568,3.031675964,1.935998521,1.565949525,0.117360434,NA,,,19,ENSMUSG00000096233
ENSMUSG00000096256_Gm21093,2.348405429,-1.621415512,2.137646623,-0.758504935,0.44814876,NA,,,19,ENSMUSG00000096256
ENSMUSG00000096257_Ccer2,1.572661548,-0.307255142,1.580112748,-0.194451404,0.845822443,NA,,,19,ENSMUSG00000096257
ENSMUSG00000096278_Dcpp2,2009.676432,4.521975527,1.993392911,2.268481794,NA,NA,,,19,ENSMUSG00000096278
ENSMUSG00000096326_Ighv1-78,4.109263537,-0.875620165,1.748276828,-0.50084755,0.616478418,NA,,,19,ENSMUSG00000096326
ENSMUSG00000096336_Igkv1-135,2.063647118,0.276785173,1.583336055,0.174811388,0.86122784,NA,,,19,ENSMUSG00000096336
ENSMUSG00000096351_Samd11,2.496216426,0.550371159,1.347174688,0.408537337,0.682879225,NA,,,19,ENSMUSG00000096351
ENSMUSG00000096372_Gm8138,1.032152372,2.166418427,2.552243702,0.848828983,0.39597646,NA,,,19,ENSMUSG00000096372
ENSMUSG00000096403_Rnps1-ps,1.272168076,-0.279830316,1.585921294,-0.176446534,0.859943149,NA,,,19,ENSMUSG00000096403
ENSMUSG00000096422_Igkv12-44,12.81985118,-2.017509665,2.920036881,-0.690919241,NA,NA,,,19,ENSMUSG00000096422
ENSMUSG00000096438_Gapdh-ps15,0.735526197,-0.106959835,2.995978338,-0.035701138,0.971520663,NA,,,19,ENSMUSG00000096438
ENSMUSG00000096445_Dcpp1,751.272905,-0.261997356,1.789681178,-0.146393312,NA,NA,,,19,ENSMUSG00000096445
ENSMUSG00000096449_Gm4076,3.506908471,-0.089037459,1.019245344,-0.087356258,0.930388337,NA,,,19,ENSMUSG00000096449
ENSMUSG00000096459_Ighv9-3,1.428035883,3.795585311,2.738539194,1.385989041,0.16575025,NA,,,19,ENSMUSG00000096459
ENSMUSG00000096461_Igkv14-130,0.650068864,3.478396706,3.069233278,1.133311284,0.257083555,NA,,,19,ENSMUSG00000096461
ENSMUSG00000096490_Igkv10-94,1.243250447,-0.588146091,2.967903255,-0.198168889,0.842912928,NA,,,19,ENSMUSG00000096490
ENSMUSG00000096498_Ighv2-5,3.97387364,-4.164943386,2.44451241,-1.703793103,NA,NA,,,19,ENSMUSG00000096498
ENSMUSG00000096508_Gm7903,1.296422428,0.587120318,1.592480407,0.368682914,0.712364085,NA,,,19,ENSMUSG00000096508
ENSMUSG00000096515_Igkv14-100,12.09096036,-7.1054397,3.028076044,-2.346519571,NA,NA,,,19,ENSMUSG00000096515
ENSMUSG00000096520_Gm3376,3.44633968,6.097038104,1.684193549,3.620152867,0.000294429,NA,,,19,ENSMUSG00000096520
ENSMUSG00000096537_Fam240b,3.669996786,-0.021219883,1.399202483,-0.015165699,0.987899987,NA,,,19,ENSMUSG00000096537
ENSMUSG00000096544_Gm4617,4.244896857,-0.634611838,0.831238503,-0.763453372,0.44519306,NA,,,19,ENSMUSG00000096544
ENSMUSG00000096553_Gm10097,0.681372457,0.454588746,2.077440754,0.218821521,0.826789082,NA,,,19,ENSMUSG00000096553
ENSMUSG00000096573_1700009J07Rik,1.738588328,-0.207879424,1.492541008,-0.139278869,0.889229787,NA,,,19,ENSMUSG00000096573
ENSMUSG00000096592_Gm15801,0.857520001,-0.487535807,2.625478827,-0.185694054,0.852684691,NA,,,19,ENSMUSG00000096592
ENSMUSG00000096594_Igkv8-19,0.576999736,4.016553903,3.068857268,1.30881092,0.190598407,NA,,,19,ENSMUSG00000096594
ENSMUSG00000096632_Igkv9-124,0.935673407,-1.868795041,3.019738877,-0.618859814,0.536008714,NA,,,19,ENSMUSG00000096632
ENSMUSG00000096647_Tmem41b-ps,2.862669225,0.266911299,1.338005942,0.19948439,0.841883853,NA,,,19,ENSMUSG00000096647
ENSMUSG00000096655_1700065D16Rik,1.135308443,0.979008003,1.473603831,0.664363096,0.506457947,NA,,,19,ENSMUSG00000096655
ENSMUSG00000096670_Ighv2-6,1.198335667,-0.519127979,2.969101089,-0.174843484,0.861202619,NA,,,19,ENSMUSG00000096670
ENSMUSG00000096681_Rps19-ps1,1.945856306,-0.307495872,1.207826146,-0.254586203,0.799042717,NA,,,19,ENSMUSG00000096681
ENSMUSG00000096699_Rps19-ps4,0.659131071,-2.233972774,3.059160003,-0.730256924,0.465233153,NA,,,19,ENSMUSG00000096699
ENSMUSG00000096712_Gm15454,1.208605539,-0.188794644,1.811753014,-0.104205509,0.917006263,NA,,,19,ENSMUSG00000096712
ENSMUSG00000096715_Igkv3-4,5.790140637,2.115883353,2.380033293,0.889014183,NA,NA,,,19,ENSMUSG00000096715
ENSMUSG00000096719_Mrgpra2b,0.67426025,-2.274544155,2.694742242,-0.844067429,0.398631727,NA,,,19,ENSMUSG00000096719
ENSMUSG00000096726_Gm5558,0.900976396,-2.010915229,2.160286743,-0.9308557,0.351928212,NA,,,19,ENSMUSG00000096726
ENSMUSG00000096751_Gm28373,3.609058243,0.495910285,0.886324801,0.559513041,0.575811634,NA,,,19,ENSMUSG00000096751
ENSMUSG00000096755_Ftl1-ps2,1.591058272,-0.100812739,1.306217297,-0.077179149,0.938481029,NA,,,19,ENSMUSG00000096755
ENSMUSG00000096805_Ighv9-1,6.359891044,-21.21856144,2.900136499,-7.316400952,NA,NA,,,19,ENSMUSG00000096805
ENSMUSG00000096810_Gm10481,1.314429497,0.195207624,2.130601751,0.091620888,0.926999255,NA,,,19,ENSMUSG00000096810
ENSMUSG00000096854_Ifnz,0.951104531,-0.60161998,1.872066387,-0.321366798,0.747932441,NA,,,19,ENSMUSG00000096854
ENSMUSG00000096870_Gm21816,0.526352347,-1.173066891,2.903294375,-0.404046831,0.686178282,NA,,,19,ENSMUSG00000096870
ENSMUSG00000096873_Ccl21b,2.76657284,1.606867565,1.79257375,0.896402485,0.37003784,NA,,,19,ENSMUSG00000096873
ENSMUSG00000096878_Gm21083,2.13472839,-3.93195702,1.978825561,-1.987015479,0.046920682,NA,,,19,ENSMUSG00000096878
ENSMUSG00000096923_A730071L15Rik,2.867288573,-0.695585426,1.022997113,-0.679948572,0.496537025,NA,,,19,ENSMUSG00000096923
ENSMUSG00000096940_Gm4755,1.037803456,0.944494051,1.510747798,0.625183139,0.531850867,NA,,,19,ENSMUSG00000096940
ENSMUSG00000096960_A230028O05Rik,2.343931564,-0.676842598,1.107669072,-0.611051274,0.541165636,NA,,,19,ENSMUSG00000096960
ENSMUSG00000096965_3300005D01Rik,2.21265348,-2.446186059,1.757671054,-1.391720057,0.164007186,NA,,,19,ENSMUSG00000096965
ENSMUSG00000096968_Gm26620,1.331122774,-0.722445233,1.391421442,-0.519213814,0.603611647,NA,,,19,ENSMUSG00000096968
ENSMUSG00000096977_Gm10827,2.956222768,-0.681862962,1.183264839,-0.576255576,0.564442445,NA,,,19,ENSMUSG00000096977
ENSMUSG00000096986_4930509E16Rik,1.233225146,-0.413756813,1.567449995,-0.26396811,0.791804492,NA,,,19,ENSMUSG00000096986
ENSMUSG00000097007_4930432B10Rik,3.595641982,1.272185167,0.939452373,1.354177395,0.175679789,NA,,,19,ENSMUSG00000097007
ENSMUSG00000097015_Gm26705,1.793798589,-0.195561576,1.120471579,-0.174535061,0.861444979,NA,,,19,ENSMUSG00000097015
ENSMUSG00000097017_Gm26707,0.75798106,1.226373917,2.746408625,0.446537309,0.655209169,NA,,,19,ENSMUSG00000097017
ENSMUSG00000097021_4933433G15Rik,3.324685717,0.735003415,0.877612553,0.837503307,0.402309719,NA,,,19,ENSMUSG00000097021
ENSMUSG00000097025_Gm26558,3.190765453,-0.273696721,0.893469718,-0.306330159,0.759353278,NA,,,19,ENSMUSG00000097025
ENSMUSG00000097028_Ptgs2os,2.512422318,-1.593341607,1.587759937,-1.003515437,0.315612232,NA,,,19,ENSMUSG00000097028
ENSMUSG00000097035_Gm26692,0.808444212,1.315507653,1.961631471,0.670619162,0.502463172,NA,,,19,ENSMUSG00000097035
ENSMUSG00000097050_Gm9918,4.335271826,0.846872444,0.86979146,0.973649988,0.330230357,NA,,,19,ENSMUSG00000097050
ENSMUSG00000097068_Gm26760,0.784857891,0.877567957,2.298797662,0.381750848,0.70264618,NA,,,19,ENSMUSG00000097068
ENSMUSG00000097077_Gm16712,4.263719212,0.554576724,0.899052513,0.616845752,0.537336471,NA,,,19,ENSMUSG00000097077
ENSMUSG00000097083_D930019O06Rik,0.736379173,-1.546249096,1.954529217,-0.791110761,0.42887936,NA,,,19,ENSMUSG00000097083
ENSMUSG00000097084_Foxl1,0.970756223,2.088079427,2.205396179,0.946804681,0.343738316,NA,,,19,ENSMUSG00000097084
ENSMUSG00000097085_Gm26634,3.448282899,0.284982378,0.916605727,0.310910537,0.755868634,NA,,,19,ENSMUSG00000097085
ENSMUSG00000097089_Gm26879,0.866469424,0.239036718,2.98410237,0.080103391,0.936155026,NA,,,19,ENSMUSG00000097089
ENSMUSG00000097100_9230104M06Rik,1.69092284,0.297755862,1.285042102,0.231709032,0.816764016,NA,,,19,ENSMUSG00000097100
ENSMUSG00000097107_Platr6,1.36899188,-0.896584951,1.470873189,-0.609559653,0.542153545,NA,,,19,ENSMUSG00000097107
ENSMUSG00000097115_1810019N24Rik,2.342602155,0.756082262,1.077148767,0.701929283,0.482723266,NA,,,19,ENSMUSG00000097115
ENSMUSG00000097120_Gm26887,0.68536215,1.013986968,2.797716266,0.362433811,0.717027877,NA,,,19,ENSMUSG00000097120
ENSMUSG00000097133_Gm26628,3.572176579,-0.802870722,0.89518717,-0.896874697,0.369785783,NA,,,19,ENSMUSG00000097133
ENSMUSG00000097134_1110002J07Rik,4.278429033,-1.840904679,1.067662104,-1.724239037,0.0846647,NA,,,19,ENSMUSG00000097134
ENSMUSG00000097149_G630030J09Rik,2.822834709,0.425337631,0.971744757,0.437705094,0.661600076,NA,,,19,ENSMUSG00000097149
ENSMUSG00000097155_Gm26511,0.777177247,-1.050429294,1.954926755,-0.537324118,0.591043749,NA,,,19,ENSMUSG00000097155
ENSMUSG00000097160_A630072L19Rik,1.866129615,0.578352525,1.47132444,0.393082932,0.69425823,NA,,,19,ENSMUSG00000097160
ENSMUSG00000097163_BC051077,1.070937031,0.489982032,1.870732681,0.261919855,0.793383232,NA,,,19,ENSMUSG00000097163
ENSMUSG00000097170_Gm16982,3.042201869,-0.452757566,1.023028443,-0.442565961,0.65807971,NA,,,19,ENSMUSG00000097170
ENSMUSG00000097182_A830009L08Rik,1.211785568,0.402285599,1.848360745,0.217644527,0.827706089,NA,,,19,ENSMUSG00000097182
ENSMUSG00000097185_Gm26596,3.81303946,0.824244452,0.890515723,0.925581021,0.35466376,NA,,,19,ENSMUSG00000097185
ENSMUSG00000097189_Gm26594,1.610880995,-0.304669533,1.40150505,-0.217387396,0.827906453,NA,,,19,ENSMUSG00000097189
ENSMUSG00000097211_BC065403,0.666995943,-2.247918462,3.058557605,-0.734960315,0.462363663,NA,,,19,ENSMUSG00000097211
ENSMUSG00000097214_Gm19791,0.681808003,0.956336104,2.059218268,0.464417065,0.642348966,NA,,,19,ENSMUSG00000097214
ENSMUSG00000097218_Gm26552,1.122711044,-3.412276651,2.349362824,-1.452426426,0.146383073,NA,,,19,ENSMUSG00000097218
ENSMUSG00000097222_Gata6os,1.284603788,-1.177901249,1.654060808,-0.712126933,0.476386178,NA,,,19,ENSMUSG00000097222
ENSMUSG00000097223_Gm2449,0.884888931,1.089750514,2.014888075,0.540849156,0.588611559,NA,,,19,ENSMUSG00000097223
ENSMUSG00000097226_Gm26600,2.866050832,2.089577895,1.108739442,1.88464288,0.059478069,NA,,,19,ENSMUSG00000097226
ENSMUSG00000097245_Gm5421,2.9517075,0.354198786,1.015218211,0.348889315,0.727172407,NA,,,19,ENSMUSG00000097245
ENSMUSG00000097247_1500012K07Rik,2.248964874,1.219737004,1.326050035,0.919827285,0.357663023,NA,,,19,ENSMUSG00000097247
ENSMUSG00000097259_Gm26766,0.983029062,-0.245057871,1.536465114,-0.159494588,0.873279222,NA,,,19,ENSMUSG00000097259
ENSMUSG00000097261_4930532G15Rik,1.542524665,0.844687734,1.442795291,0.58545224,0.558243672,NA,,,19,ENSMUSG00000097261
ENSMUSG00000097278_Gm26650,2.708752488,-4.784826568,1.568646171,-3.050290535,0.002286201,NA,,,19,ENSMUSG00000097278
ENSMUSG00000097279_Gm5106,0.976327682,0.546226297,1.710217286,0.319389999,0.749430794,NA,,,19,ENSMUSG00000097279
ENSMUSG00000097282_5031415H12Rik,1.185121145,1.244753728,1.357658142,0.916838849,0.359227092,NA,,,19,ENSMUSG00000097282
ENSMUSG00000097288_Gm2155,1.231661338,3.00766464,2.361591875,1.273575113,0.202814037,NA,,,19,ENSMUSG00000097288
ENSMUSG00000097293_D630002J18Rik,1.185638849,-1.255851907,1.587804795,-0.790935958,0.428981364,NA,,,19,ENSMUSG00000097293
ENSMUSG00000097303_3110083C13Rik,4.329055733,0.397756579,0.789146647,0.504033795,0.614237629,NA,,,19,ENSMUSG00000097303
ENSMUSG00000097308_Gm6410,0.669661113,1.440819636,2.403933045,0.599359304,0.548933309,NA,,,19,ENSMUSG00000097308
ENSMUSG00000097342_Gm26618,1.29411215,1.422005156,1.546529147,0.91948164,0.357843705,NA,,,19,ENSMUSG00000097342
ENSMUSG00000097373_Gm26877,0.780771393,0.843196473,2.314241174,0.364351167,0.715595796,NA,,,19,ENSMUSG00000097373
ENSMUSG00000097381_A230087F16Rik,0.978030373,1.291569602,2.555904645,0.505327773,0.613328639,NA,,,19,ENSMUSG00000097381
ENSMUSG00000097388_Gm3200,2.509580569,0.042449158,1.393743538,0.030456936,0.975702637,NA,,,19,ENSMUSG00000097388
ENSMUSG00000097399_Gm26555,1.228146446,3.925965943,2.099566664,1.869893445,0.061498616,NA,,,19,ENSMUSG00000097399
ENSMUSG00000097402_Gm17399,1.506220575,0.209891129,1.554892768,0.134987527,0.892621736,NA,,,19,ENSMUSG00000097402
ENSMUSG00000097405_D630044L22Rik,3.184548108,-0.543001032,0.963521393,-0.563558875,0.573054382,NA,,,19,ENSMUSG00000097405
ENSMUSG00000097408_Gm26831,0.919444198,1.145812923,2.22632647,0.514665274,0.606786944,NA,,,19,ENSMUSG00000097408
ENSMUSG00000097411_B430218F22Rik,1.902258611,-0.707402228,1.482816676,-0.477066544,0.633314737,NA,,,19,ENSMUSG00000097411
ENSMUSG00000097419_Gm26666,3.101353378,-3.359047815,1.185485931,-2.833477586,0.004604454,NA,,,19,ENSMUSG00000097419
ENSMUSG00000097433_Gm26781,1.557738565,0.722900054,1.571726914,0.459939985,0.645559299,NA,,,19,ENSMUSG00000097433
ENSMUSG00000097448_Platr22,1.290073409,0.027610952,1.613528487,0.017112156,0.986347141,NA,,,19,ENSMUSG00000097448
ENSMUSG00000097450_Gm26893,1.122711044,-3.412276651,2.349362824,-1.452426426,0.146383073,NA,,,19,ENSMUSG00000097450
ENSMUSG00000097455_Gm26891,1.514876432,0.887787428,1.324557795,0.670251937,0.5026972,NA,,,19,ENSMUSG00000097455
ENSMUSG00000097456_Gm16958,1.586654396,-1.669077598,1.780114073,-0.937623955,0.348437696,NA,,,19,ENSMUSG00000097456
ENSMUSG00000097463_4930448E22Rik,0.728434354,1.247661342,1.84268625,0.677088322,0.498349918,NA,,,19,ENSMUSG00000097463
ENSMUSG00000097464_Gm26736,3.821318342,0.763634948,0.914019984,0.835468547,0.403453949,NA,,,19,ENSMUSG00000097464
ENSMUSG00000097470_Gm26587,2.93214258,-1.37654781,1.892491465,-0.727373326,0.46699729,NA,,,19,ENSMUSG00000097470
ENSMUSG00000097476_Gm26583,3.679020302,-0.393255061,0.889527268,-0.442094442,0.658420866,NA,,,19,ENSMUSG00000097476
ENSMUSG00000097482_Gm17634,2.879564877,1.595561898,1.311984322,1.216144028,0.223930061,NA,,,19,ENSMUSG00000097482
ENSMUSG00000097486_Gm17733,1.648959342,-0.239451492,1.301081688,-0.184040321,0.853981823,NA,,,19,ENSMUSG00000097486
ENSMUSG00000097495_Gm26651,2.45330601,-1.891652467,1.418547275,-1.33351387,0.182363227,NA,,,19,ENSMUSG00000097495
ENSMUSG00000097497_Gm26652,1.706076621,0.884010963,1.272697877,0.694596085,0.487308466,NA,,,19,ENSMUSG00000097497
ENSMUSG00000097511_Gm16677,1.653495521,-1.036939081,1.775050487,-0.584174415,0.559102973,NA,,,19,ENSMUSG00000097511
ENSMUSG00000097520_4930488L21Rik,1.451983852,1.030220557,1.286633217,0.800710368,0.423299339,NA,,,19,ENSMUSG00000097520
ENSMUSG00000097547_B230110C06Rik,2.402423015,0.601086036,1.17334629,0.512283578,0.608452557,NA,,,19,ENSMUSG00000097547
ENSMUSG00000097557_C130060C02Rik,1.476946804,0.392627174,1.566951353,0.250567558,0.802148467,NA,,,19,ENSMUSG00000097557
ENSMUSG00000097575_Gm26796,1.687313703,0.702103373,1.301807121,0.539329799,0.58965931,NA,,,19,ENSMUSG00000097575
ENSMUSG00000097576_D930030I03Rik,3.376870709,0.329583359,0.879327461,0.374812995,0.707799549,NA,,,19,ENSMUSG00000097576
ENSMUSG00000097580_Gm5432,0.645258363,0.335163651,2.082989086,0.16090514,0.872168114,NA,,,19,ENSMUSG00000097580
ENSMUSG00000097591_A330032B11Rik,1.14067467,1.206800874,1.599072189,0.754688177,0.450436102,NA,,,19,ENSMUSG00000097591
ENSMUSG00000097592_4930500F10Rik,0.983446159,0.570441954,1.67517185,0.340527424,0.733459374,NA,,,19,ENSMUSG00000097592
ENSMUSG00000097597_Gm26674,2.888014732,-0.411730487,0.885818092,-0.464802526,0.642072878,NA,,,19,ENSMUSG00000097597
ENSMUSG00000097603_A430010J10Rik,0.846291065,1.706483951,2.206993627,0.773216529,0.439394246,NA,,,19,ENSMUSG00000097603
ENSMUSG00000097604_Gm17322,2.275262178,-2.15492208,1.193175504,-1.80603949,0.070912171,NA,,,19,ENSMUSG00000097604
ENSMUSG00000097612_Gm26509,0.790495005,-0.023507908,1.975673874,-0.011898679,0.990506452,NA,,,19,ENSMUSG00000097612
ENSMUSG00000097613_Gm17597,2.636144732,0.278832147,1.005326044,0.277354943,0.781507575,NA,,,19,ENSMUSG00000097613
ENSMUSG00000097619_4833422M21Rik,3.258869893,0.769353449,1.058985469,0.726500477,0.467532015,NA,,,19,ENSMUSG00000097619
ENSMUSG00000097637_4933417D19Rik,3.80086415,0.852249641,1.045901002,0.814847332,0.415159704,NA,,,19,ENSMUSG00000097637
ENSMUSG00000097639_Platr4,3.275037214,-0.665945305,1.202742183,-0.553689157,0.579791597,NA,,,19,ENSMUSG00000097639
ENSMUSG00000097641_Gm26865,0.73891555,0.78597902,2.99892226,0.262087161,0.793254245,NA,,,19,ENSMUSG00000097641
ENSMUSG00000097644_Gm26862,0.762676988,2.250822656,3.043834585,0.73946944,0.45962199,NA,,,19,ENSMUSG00000097644
ENSMUSG00000097650_4921507G05Rik,1.634595147,0.81110442,1.323879737,0.612672282,0.540093053,NA,,,19,ENSMUSG00000097650
ENSMUSG00000097657_Gm7389,0.994826561,0.640154988,1.913268436,0.334587127,0.737936557,NA,,,19,ENSMUSG00000097657
ENSMUSG00000097662_Gm2093,2.576265055,0.549402332,1.2156983,0.451923255,0.651324271,NA,,,19,ENSMUSG00000097662
