,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,
ENSMUSG00000097665_Gm16853,1.386991902,-0.295079108,1.413756012,-0.208719967,0.834666852,NA,,,19,ENSMUSG00000097665
ENSMUSG00000097668_Gm26761,0.665489164,0.95709886,2.113894342,0.452765704,0.650717462,NA,,,19,ENSMUSG00000097668
ENSMUSG00000097673_Gm26608,1.185526992,-0.832898247,1.724128068,-0.483083747,0.629036274,NA,,,19,ENSMUSG00000097673
ENSMUSG00000097676_Gm26612,2.263044631,0.516706799,1.244022085,0.415351789,0.677884394,NA,,,19,ENSMUSG00000097676
ENSMUSG00000097684_Gm26645,1.149681138,0.554255268,1.594462244,0.347612664,0.728131094,NA,,,19,ENSMUSG00000097684
ENSMUSG00000097690_4930505N22Rik,1.375377975,1.232800711,1.34842039,0.914255466,0.360582625,NA,,,19,ENSMUSG00000097690
ENSMUSG00000097693_4930471M09Rik,0.839787164,1.196059001,1.9321228,0.619038811,0.535890791,NA,,,19,ENSMUSG00000097693
ENSMUSG00000097697_4833412C05Rik,1.196782835,-0.06810052,1.401785764,-0.048581261,0.961253004,NA,,,19,ENSMUSG00000097697
ENSMUSG00000097702_Gm26739,1.655689183,2.123083987,1.419248896,1.49592083,0.134674287,NA,,,19,ENSMUSG00000097702
ENSMUSG00000097706_E030037K01Rik,2.770354756,0.313501275,1.150011547,0.272607067,0.785155279,NA,,,19,ENSMUSG00000097706
ENSMUSG00000097712_Gm10532,1.266617654,-0.809329475,2.059478426,-0.392977885,0.694335816,NA,,,19,ENSMUSG00000097712
ENSMUSG00000097714_Gm20109,0.995073386,0.621595866,1.715916019,0.362253082,0.717162916,NA,,,19,ENSMUSG00000097714
ENSMUSG00000097716_1700026J14Rik,0.716116645,2.160512135,2.343356649,0.921973246,0.356542531,NA,,,19,ENSMUSG00000097716
ENSMUSG00000097717_1700066J03Rik,0.676393146,-0.728983885,2.325678011,-0.313450048,0.753938766,NA,,,19,ENSMUSG00000097717
ENSMUSG00000097724_Gm26850,1.413764795,1.350883895,1.422131886,0.949900574,0.342162775,NA,,,19,ENSMUSG00000097724
ENSMUSG00000097738_4930445N18Rik,0.792233463,1.160098209,1.798037672,0.645202393,0.518796036,NA,,,19,ENSMUSG00000097738
ENSMUSG00000097740_E030044B06Rik,3.36405921,1.346049666,0.99188948,1.357056097,0.174763387,NA,,,19,ENSMUSG00000097740
ENSMUSG00000097748_Gm26533,3.390410035,1.161217302,1.493759652,0.777378945,0.436935231,NA,,,19,ENSMUSG00000097748
ENSMUSG00000097752_Gm26688,1.608292516,1.035479414,1.384233671,0.748052469,0.45442851,NA,,,19,ENSMUSG00000097752
ENSMUSG00000097754_Ptgs2os2,1.441560793,-1.316679747,1.557416581,-0.845425536,0.397873292,NA,,,19,ENSMUSG00000097754
ENSMUSG00000097755_2010110K18Rik,1.237896868,-0.449606129,1.847163281,-0.243403566,0.807692782,NA,,,19,ENSMUSG00000097755
ENSMUSG00000097761_4930534D22Rik,1.294203846,0.876043764,2.126698136,0.411926709,0.680393144,NA,,,19,ENSMUSG00000097761
ENSMUSG00000097762_4732463B04Rik,1.669128315,1.147957644,1.497971661,0.766341363,0.443473213,NA,,,19,ENSMUSG00000097762
ENSMUSG00000097779_4833407H14Rik,1.568887895,-0.388700432,1.355514063,-0.286754997,0.774299923,NA,,,19,ENSMUSG00000097779
ENSMUSG00000097786_4933429H19Rik,0.896273989,0.763318106,1.685025334,0.453000967,0.650548045,NA,,,19,ENSMUSG00000097786
ENSMUSG00000097788_Gm16596,0.839892419,1.690666403,2.273891374,0.743512387,0.457171525,NA,,,19,ENSMUSG00000097788
ENSMUSG00000097805_Gm17473,1.52009775,0.436730594,1.336041378,0.326884033,0.743755598,NA,,,19,ENSMUSG00000097805
ENSMUSG00000097806_Gm6556,1.159589549,2.145208379,1.448510689,1.48097518,0.138613188,NA,,,19,ENSMUSG00000097806
ENSMUSG00000097817_Gm26810,1.369830693,0.983431875,1.763921815,0.557525774,0.577168254,NA,,,19,ENSMUSG00000097817
ENSMUSG00000097825_9630001P10Rik,1.592888365,-0.005729919,1.194808,-0.004795682,0.996173614,NA,,,19,ENSMUSG00000097825
ENSMUSG00000097827_5330439K02Rik,1.828647961,0.693102682,1.236330818,0.560612638,0.575061634,NA,,,19,ENSMUSG00000097827
ENSMUSG00000097831_4930540M05Rik,1.014073733,0.646613576,1.665035177,0.388348297,0.6977583,NA,,,19,ENSMUSG00000097831
ENSMUSG00000097833_Gm5976,2.919483664,-0.371956611,1.086086014,-0.342474358,0.731993938,NA,,,19,ENSMUSG00000097833
ENSMUSG00000097834_Gm26911,2.724664861,0.077935813,1.132969119,0.068789001,0.945157574,NA,,,19,ENSMUSG00000097834
ENSMUSG00000097848_Gm807,0.927346579,0.602782585,1.634387653,0.368812493,0.712267492,NA,,,19,ENSMUSG00000097848
ENSMUSG00000097850_Mir205hg,4.161781546,-1.068903055,1.346540605,-0.793814201,0.427303604,NA,,,19,ENSMUSG00000097850
ENSMUSG00000097852_4933405D12Rik,0.804809922,0.163239356,2.311600745,0.070617452,0.94370222,NA,,,19,ENSMUSG00000097852
ENSMUSG00000097858_9530052C20Rik,2.03661223,0.197889428,1.097974155,0.180231408,0.856970902,NA,,,19,ENSMUSG00000097858
ENSMUSG00000097874_C030010L15Rik,2.431494966,-0.849038121,1.211301305,-0.700930576,0.483346342,NA,,,19,ENSMUSG00000097874
ENSMUSG00000097882_0610038B21Rik,3.560970734,0.043691078,0.825541786,0.052924127,0.957792361,NA,,,19,ENSMUSG00000097882
ENSMUSG00000097888_Gm26682,4.168444137,1.646108269,0.828613637,1.986581195,0.046968827,NA,,,19,ENSMUSG00000097888
ENSMUSG00000097892_Gm26801,0.998863209,2.556707871,1.738116806,1.470964358,0.141300756,NA,,,19,ENSMUSG00000097892
ENSMUSG00000097893_1700034P13Rik,2.007705639,-0.122542411,1.053941331,-0.116270619,0.90743807,NA,,,19,ENSMUSG00000097893
ENSMUSG00000097901_Gm26680,1.415046574,-0.372083919,1.420322621,-0.261971409,0.793343485,NA,,,19,ENSMUSG00000097901
ENSMUSG00000097910_5033428I22Rik,2.981342578,0.557616727,1.185099755,0.470523029,0.637981385,NA,,,19,ENSMUSG00000097910
ENSMUSG00000097911_Gm26691,1.322399082,0.347022234,1.383366362,0.250853457,0.80192741,NA,,,19,ENSMUSG00000097911
ENSMUSG00000097919_Gm27021,1.603179424,-3.516650322,2.596963175,-1.354139464,0.175691888,NA,,,19,ENSMUSG00000097919
ENSMUSG00000097921_Gm26576,2.648381764,0.565513314,1.082007497,0.522651937,0.601216491,NA,,,19,ENSMUSG00000097921
ENSMUSG00000097923_Gm26577,1.009892957,2.167717779,2.11919291,1.022897806,0.306356167,NA,,,19,ENSMUSG00000097923
ENSMUSG00000097925_Gm26574,0.748166381,0.706894284,2.323035521,0.304297665,0.760901124,NA,,,19,ENSMUSG00000097925
ENSMUSG00000097926_Gm26575,1.546737841,1.179664044,1.189120025,0.992047917,0.321174152,NA,,,19,ENSMUSG00000097926
ENSMUSG00000097934_6720483E21Rik,0.834293893,1.443290591,2.302632736,0.62680017,0.530790232,NA,,,19,ENSMUSG00000097934
ENSMUSG00000097937_Gm6967,0.674827762,0.033126911,2.379263144,0.013923181,0.988891268,NA,,,19,ENSMUSG00000097937
ENSMUSG00000097967_Gm27002,1.690100991,0.889535363,1.136043697,0.783011574,0.433620316,NA,,,19,ENSMUSG00000097967
ENSMUSG00000097970_Gm27028,2.764373772,0.543012525,0.936243817,0.579990506,0.56192102,NA,,,19,ENSMUSG00000097970
ENSMUSG00000097972_Scgb2b15,102.3245382,24.62120861,3.028893486,8.12877994,NA,NA,,,19,ENSMUSG00000097972
ENSMUSG00000097979_Gm4691,3.54309666,-0.022793947,1.09351849,-0.020844593,0.983369626,NA,,,19,ENSMUSG00000097979
ENSMUSG00000097982_Scgb2b12,10.98252716,21.54358903,3.048784901,7.066286972,NA,NA,,,19,ENSMUSG00000097982
ENSMUSG00000097989_Gm4335,0.894264535,3.837806201,2.503385874,1.5330462,0.125264472,NA,,,19,ENSMUSG00000097989
ENSMUSG00000097997_Gm27017,1.559781108,0.027485245,1.446133593,0.01900602,0.984836303,NA,,,19,ENSMUSG00000097997
ENSMUSG00000098001_Gm27048,1.26694986,0.246541766,1.498853023,0.164486952,0.869347817,NA,,,19,ENSMUSG00000098001
ENSMUSG00000098021_Gm9522,3.978451735,-0.516369749,1.856983267,-0.278069145,0.780959281,NA,,,19,ENSMUSG00000098021
ENSMUSG00000098037_Gm7765,0.634269172,1.982327642,2.371737974,0.835812246,0.403260536,NA,,,19,ENSMUSG00000098037
ENSMUSG00000098040_Gm20757,0.816008815,-0.83840676,2.159923176,-0.388165083,0.697893871,NA,,,19,ENSMUSG00000098040
ENSMUSG00000098050_Gm5345,3.525335208,0.149649737,0.902783096,0.165764886,0.86834198,NA,,,19,ENSMUSG00000098050
ENSMUSG00000098078_Gm26992,1.850153339,-0.20625363,1.337849784,-0.154168004,0.87747727,NA,,,19,ENSMUSG00000098078
ENSMUSG00000098091_Gm16470,0.799278977,1.743701129,1.979074639,0.881068907,0.378280525,NA,,,19,ENSMUSG00000098091
ENSMUSG00000098093_Gm8707,0.833702266,1.623429302,2.58708284,0.627513459,0.530322717,NA,,,19,ENSMUSG00000098093
ENSMUSG00000098094_Scgb2b17,127.4709638,9.247686811,2.999709506,3.082860788,NA,NA,,,19,ENSMUSG00000098094
ENSMUSG00000098104_Gm6085,0.947181412,0.464644144,1.699026563,0.27347668,0.784486816,NA,,,19,ENSMUSG00000098104
ENSMUSG00000098111_Gm4654,2.355618362,-0.153265521,1.319623416,-0.116143378,0.907538911,NA,,,19,ENSMUSG00000098111
ENSMUSG00000098158_Gm4804,3.287925922,-0.5449401,0.948927179,-0.574269673,0.565785328,NA,,,19,ENSMUSG00000098158
ENSMUSG00000098184_Gm27011,3.495371482,0.504132239,0.890418502,0.566174487,0.571275171,NA,,,19,ENSMUSG00000098184
ENSMUSG00000098198_Gm9169,0.8759438,2.440592961,2.000094707,1.220238698,0.222374401,NA,,,19,ENSMUSG00000098198
ENSMUSG00000098207_Arl14,0.789626083,-0.319436958,2.66554546,-0.119839246,0.904610492,NA,,,19,ENSMUSG00000098207
ENSMUSG00000098211_Gm27045,1.262508655,0.819325886,1.831989622,0.447232821,0.654706966,NA,,,19,ENSMUSG00000098211
ENSMUSG00000098221_Gm27030,1.279721162,-0.958085375,1.37440879,-0.697089092,0.48574704,NA,,,19,ENSMUSG00000098221
ENSMUSG00000098248_Gm27222,1.61672279,-0.312763096,1.174896184,-0.266204879,0.790081426,NA,,,19,ENSMUSG00000098248
ENSMUSG00000098265_Gm27517,1.543727625,-1.447048142,2.306811021,-0.627293753,0.530466698,NA,,,19,ENSMUSG00000098265
ENSMUSG00000098270_Gm27221,3.336817033,0.728268555,0.866258508,0.840705803,0.400512769,NA,,,19,ENSMUSG00000098270
ENSMUSG00000098275_Gm18014,1.166697638,-0.66650075,1.421657357,-0.468819541,0.639198631,NA,,,19,ENSMUSG00000098275
ENSMUSG00000098322_5830468F06Rik,1.089959269,-0.159962471,1.575488135,-0.101532006,0.919128151,NA,,,19,ENSMUSG00000098322
ENSMUSG00000098369_Gm2274,2.303512503,5.620312269,3.056370256,1.838884624,0.065932158,NA,,,19,ENSMUSG00000098369
ENSMUSG00000098447_Gm27184,3.730663719,-0.327738409,1.16992207,-0.280136957,0.779372431,NA,,,19,ENSMUSG00000098447
ENSMUSG00000098492_Gm19353,0.822464426,0.499609898,1.807412082,0.276422794,0.782223351,NA,,,19,ENSMUSG00000098492
ENSMUSG00000098552_Gm27217,0.664617817,0.412124061,2.366139728,0.174175708,0.861727376,NA,,,19,ENSMUSG00000098552
ENSMUSG00000098609_Anxa11os,1.135477592,-0.671962393,1.664642163,-0.403667772,0.686457042,NA,,,19,ENSMUSG00000098609
ENSMUSG00000098692_Gm28041,3.126745433,0.036496838,1.069661309,0.034119994,0.972781465,NA,,,19,ENSMUSG00000098692
ENSMUSG00000098708_Gm27252,4.090306466,-0.256084333,1.048412898,-0.244259045,0.8070302,NA,,,19,ENSMUSG00000098708
ENSMUSG00000098713_Rps2-ps5,1.574301639,-1.240818385,1.450216114,-0.855609294,0.392213928,NA,,,19,ENSMUSG00000098713
ENSMUSG00000098715_Gm28053,2.402823592,-0.291682285,1.067175611,-0.273321731,0.784605912,NA,,,19,ENSMUSG00000098715
ENSMUSG00000098739_Gm27151,0.759537685,-1.263410684,2.670758151,-0.473053198,0.636175226,NA,,,19,ENSMUSG00000098739
ENSMUSG00000098773_Gm27179,0.979161432,1.206196324,1.491087209,0.808937476,0.418551111,NA,,,19,ENSMUSG00000098773
ENSMUSG00000098781_Gm28044,1.202938252,1.198833282,2.057674823,0.582615518,0.560152157,NA,,,19,ENSMUSG00000098781
ENSMUSG00000098793_Gm27286,2.09882679,0.302673746,1.452265307,0.208414912,0.834905014,NA,,,19,ENSMUSG00000098793
ENSMUSG00000098893_Gm17828,0.95172737,1.199973543,2.185285673,0.549115183,0.582926406,NA,,,19,ENSMUSG00000098893
ENSMUSG00000098915_Rpl15-ps2,0.928416294,0.325881625,1.515880009,0.21497851,0.829784074,NA,,,19,ENSMUSG00000098915
ENSMUSG00000098986_Gm28006,0.830688481,1.775619732,1.754746212,1.011895464,0.311588039,NA,,,19,ENSMUSG00000098986
ENSMUSG00000099009_Rdh16f1,1.627655063,-1.871664281,2.976061465,-0.62890646,NA,NA,,,19,ENSMUSG00000099009
ENSMUSG00000099027_Gm27176,3.336817033,0.728268555,0.866258508,0.840705803,0.400512769,NA,,,19,ENSMUSG00000099027
ENSMUSG00000099061_Gm28050,2.565725472,-0.013039915,1.016504105,-0.012828197,0.98976486,NA,,,19,ENSMUSG00000099061
ENSMUSG00000099068_Gm27861,0.843673279,0.600702349,1.738433407,0.345542341,0.729686685,NA,,,19,ENSMUSG00000099068
ENSMUSG00000099146_0610031O16Rik,3.034414127,-0.056763751,1.376925303,-0.041225004,0.967116521,NA,,,19,ENSMUSG00000099146
ENSMUSG00000099148_Gm3331,1.978985236,-0.251854186,1.169186614,-0.215409741,0.829447876,NA,,,19,ENSMUSG00000099148
ENSMUSG00000099329_Gm28052,2.914689988,5.900623947,3.055210114,1.931331636,NA,NA,,,19,ENSMUSG00000099329
ENSMUSG00000099375_Gm28187,4.116628644,-0.153835193,0.829881662,-0.185370035,0.85293881,NA,,,19,ENSMUSG00000099375
ENSMUSG00000099377_Gm6159,0.735368998,1.710891037,2.349502211,0.728192989,0.466495457,NA,,,19,ENSMUSG00000099377
ENSMUSG00000099384_1700110C19Rik,0.790820006,1.709548575,1.816043976,0.941358578,0.346521133,NA,,,19,ENSMUSG00000099384
ENSMUSG00000099389_Gm29603,0.934070164,1.222827644,2.276841241,0.537071985,0.591217891,NA,,,19,ENSMUSG00000099389
ENSMUSG00000099397_Gm7809,1.693770597,0.362371158,1.447447738,0.250351808,0.802315295,NA,,,19,ENSMUSG00000099397
ENSMUSG00000099422_Gm4275,0.862507986,1.031802409,2.62679856,0.392798452,0.694468348,NA,,,19,ENSMUSG00000099422
ENSMUSG00000099423_Gm17826,0.697091172,1.042914607,2.362615437,0.441423767,0.658906239,NA,,,19,ENSMUSG00000099423
ENSMUSG00000099470_Gm29340,4.081440803,-0.277000113,1.149433851,-0.240988303,0.809564182,NA,,,19,ENSMUSG00000099470
ENSMUSG00000099492_Gm5525,2.109570875,-0.34422986,1.267916755,-0.271492476,0.786012286,NA,,,19,ENSMUSG00000099492
ENSMUSG00000099564_Gm28729,5.730052695,2.071482593,1.215353452,1.704428115,NA,NA,,,19,ENSMUSG00000099564
ENSMUSG00000099590_C330022C24Rik,1.912632898,-0.267483906,1.669042003,-0.160261938,0.87267474,NA,,,19,ENSMUSG00000099590
ENSMUSG00000099647_Gm5776,0.935510689,-0.213178425,2.566347575,-0.083066856,0.93379838,NA,,,19,ENSMUSG00000099647
ENSMUSG00000099662_Ppp1r2-ps2,0.651821674,1.998803501,2.083140958,0.959514282,0.337299728,NA,,,19,ENSMUSG00000099662
ENSMUSG00000099758_Gm10830,0.941995928,1.581703522,1.941277244,0.814774668,0.415201304,NA,,,19,ENSMUSG00000099758
ENSMUSG00000099762_Gm21149,7.725775659,1.553745255,1.610929543,0.964502304,NA,NA,,,19,ENSMUSG00000099762
ENSMUSG00000099779_Gm8228,1.819430616,0.495652322,1.470023692,0.337173016,0.735986477,NA,,,19,ENSMUSG00000099779
ENSMUSG00000099804_Gm28497,0.971086043,2.135352816,2.67418116,0.798507165,0.424576237,NA,,,19,ENSMUSG00000099804
ENSMUSG00000099825_1810012K16Rik,1.683856123,0.069646514,1.207083537,0.057698172,0.95398905,NA,,,19,ENSMUSG00000099825
ENSMUSG00000099835_Gm29668,1.207656404,1.251312879,1.433416163,0.872958539,0.382685677,NA,,,19,ENSMUSG00000099835
ENSMUSG00000099871_Gm21742,1.307958692,3.624876155,1.894501637,1.9133666,0.055701137,NA,,,19,ENSMUSG00000099871
ENSMUSG00000099875_Rbm3-ps,2.581061594,0.22331766,1.023152543,0.218264286,0.827223199,NA,,,19,ENSMUSG00000099875
ENSMUSG00000099950_9130227L01Rik,1.372210876,3.688254473,2.017872829,1.827793318,0.067580576,NA,,,19,ENSMUSG00000099950
ENSMUSG00000099980_Gm5619,3.533682256,-0.461814107,1.071985231,-0.430802677,0.666611853,NA,,,19,ENSMUSG00000099980
ENSMUSG00000099997_Tubb4b-ps2,1.202985612,-0.519469852,1.40387588,-0.370025484,0.711363503,NA,,,19,ENSMUSG00000099997
ENSMUSG00000099998_Gm6501,3.177628176,-1.158349777,1.175373988,-0.985515921,0.324370715,NA,,,19,ENSMUSG00000099998
ENSMUSG00000100002_Gm29642,0.883358645,-0.107999276,1.984238008,-0.05442859,0.956593701,NA,,,19,ENSMUSG00000100002
ENSMUSG00000100033_Gm8337,3.386199007,-0.097812204,0.924096535,-0.105846306,0.915704296,NA,,,19,ENSMUSG00000100033
ENSMUSG00000100037_Gm29103,0.686198327,2.842818892,3.069888184,0.926033367,0.35442864,NA,,,19,ENSMUSG00000100037
ENSMUSG00000100053_Gm28154,4.178409447,2.673914382,1.215676969,2.199527053,0.027840468,NA,,,19,ENSMUSG00000100053
ENSMUSG00000100071_Gm28707,2.256302264,0.454776527,1.000542942,0.454529744,0.649447589,NA,,,19,ENSMUSG00000100071
ENSMUSG00000100094_1810008I18Rik,1.651644441,2.268378112,1.715574664,1.3222264,0.186092773,NA,,,19,ENSMUSG00000100094
ENSMUSG00000100096_Gm28760,1.68563772,-0.896302417,2.025524889,-0.442503779,0.658124696,NA,,,19,ENSMUSG00000100096
ENSMUSG00000100120_Gm553,0.752638032,0.216401354,1.804848997,0.119899977,0.904562383,NA,,,19,ENSMUSG00000100120
ENSMUSG00000100121_1700025N23Rik,0.731001876,2.164745011,2.086566705,1.037467437,0.299518064,NA,,,19,ENSMUSG00000100121
ENSMUSG00000100141_Gm6445,3.173909504,-2.270198334,1.182201636,-1.920313984,0.054818251,NA,,,19,ENSMUSG00000100141
ENSMUSG00000100150_Gm19585,2.142640273,-0.00253785,1.086942222,-0.002334852,0.998137059,NA,,,19,ENSMUSG00000100150
ENSMUSG00000100151_Gm28382,3.641977786,-3.5563411,1.231791091,-2.88713007,0.003887735,NA,,,19,ENSMUSG00000100151
ENSMUSG00000100157_2310034O05Rik,1.003815508,-0.319309611,1.720409521,-0.185600932,0.852757723,NA,,,19,ENSMUSG00000100157
ENSMUSG00000100160_Gm28527,0.708234705,-0.375042495,1.991486668,-0.188322875,0.850623554,NA,,,19,ENSMUSG00000100160
ENSMUSG00000100183_Gm28512,0.96074709,0.783017614,1.764672392,0.443718402,0.657246189,NA,,,19,ENSMUSG00000100183
ENSMUSG00000100201_Gm29093,1.472062528,0.609885782,1.49928332,0.406784878,0.684165994,NA,,,19,ENSMUSG00000100201
ENSMUSG00000100210_H3c7,2.391583241,1.242503544,1.266299042,0.981208626,0.326489871,NA,,,19,ENSMUSG00000100210
ENSMUSG00000100228_Gm29257,1.989344887,-0.203781708,1.166832086,-0.174645272,0.861358373,NA,,,19,ENSMUSG00000100228
ENSMUSG00000100241_Slc18a3,1.068119213,2.169450317,1.947103024,1.114193902,0.265196011,NA,,,19,ENSMUSG00000100241
ENSMUSG00000100253_1700020N18Rik,1.604409445,-0.586903868,1.198766368,-0.489589868,0.624424148,NA,,,19,ENSMUSG00000100253
ENSMUSG00000100257_C4bp-ps1,1.163304326,2.834658174,1.762107896,1.608674577,0.107687518,NA,,,19,ENSMUSG00000100257
ENSMUSG00000100287_Gm28068,1.531804334,-1.056617641,1.25025916,-0.845118896,0.398044459,NA,,,19,ENSMUSG00000100287
ENSMUSG00000100301_6030407O03Rik,2.799591484,2.026233077,1.229745277,1.647685188,0.099417289,NA,,,19,ENSMUSG00000100301
ENSMUSG00000100303_2600014E21Rik,1.70679545,-0.777704965,1.484193738,-0.523991542,0.600284423,NA,,,19,ENSMUSG00000100303
ENSMUSG00000100309_Gm6644,2.958711243,0.373948805,1.326662022,0.281871946,0.778041702,NA,,,19,ENSMUSG00000100309
ENSMUSG00000100320_Gm29417,0.802353218,2.990312626,2.305994106,1.296756404,0.194715015,NA,,,19,ENSMUSG00000100320
ENSMUSG00000100347_Gm7895,2.094475593,1.515097581,1.112164898,1.36229581,0.173104549,NA,,,19,ENSMUSG00000100347
ENSMUSG00000100396_Gm29367,0.853896848,0.535984568,1.712824446,0.312924403,0.754338097,NA,,,19,ENSMUSG00000100396
ENSMUSG00000100417_Gm28578,0.945931227,-0.134287886,2.629206781,-0.051075437,0.959265409,NA,,,19,ENSMUSG00000100417
ENSMUSG00000100444_C530043A13Rik,6.067559268,1.661847348,1.756738986,0.945984214,NA,NA,,,19,ENSMUSG00000100444
ENSMUSG00000100457_D830032E09Rik,2.687836553,1.3903859,1.289915618,1.077889035,0.281083279,NA,,,19,ENSMUSG00000100457
ENSMUSG00000100465_Gm29264,1.489232007,-0.014513103,1.523749591,-0.009524599,0.992400585,NA,,,19,ENSMUSG00000100465
ENSMUSG00000100480_Gm29156,1.097602856,0.225193812,2.158857777,0.104311555,0.916922108,NA,,,19,ENSMUSG00000100480
ENSMUSG00000100505_Gm13283,2.065664954,-0.465459057,1.195441944,-0.38936149,0.697008755,NA,,,19,ENSMUSG00000100505
ENSMUSG00000100514_Gm12960,1.536130768,-2.236684233,2.313662062,-0.966729009,0.333679521,NA,,,19,ENSMUSG00000100514
ENSMUSG00000100586_Vmn1r90,3.005702593,1.791197022,1.337323368,1.339389608,0.180443871,NA,,,19,ENSMUSG00000100586
ENSMUSG00000100621_Gm28374,1.927566557,-0.441133313,1.34895943,-0.32701748,0.743654665,NA,,,19,ENSMUSG00000100621
ENSMUSG00000100622_Gm20379,0.78208928,1.707545254,2.301009228,0.742085357,0.458035621,NA,,,19,ENSMUSG00000100622
ENSMUSG00000100627_A830008E24Rik,1.774826917,0.417738036,1.616329664,0.258448536,0.796060762,NA,,,19,ENSMUSG00000100627
ENSMUSG00000100632_9430060I03Rik,2.282096164,-0.104100329,1.234900804,-0.084298535,0.932819077,NA,,,19,ENSMUSG00000100632
ENSMUSG00000100635_Gm29157,3.933283851,0.413028145,0.880160072,0.469264805,0.638880369,NA,,,19,ENSMUSG00000100635
ENSMUSG00000100700_Gm6137,0.972374188,2.080525421,2.225830152,0.93471886,0.349933205,NA,,,19,ENSMUSG00000100700
ENSMUSG00000100774_Gm7329,1.948181371,-0.691722728,2.294408711,-0.301481913,0.76304704,NA,,,19,ENSMUSG00000100774
ENSMUSG00000100779_Gm29292,1.813934557,-3.700017482,1.864201696,-1.984773154,0.047169716,NA,,,19,ENSMUSG00000100779
ENSMUSG00000100782_Gm28231,1.4096411,-0.567345078,1.317734035,-0.43054597,0.666798535,NA,,,19,ENSMUSG00000100782
ENSMUSG00000100789_Gm29508,2.37944436,-3.026124038,1.391754749,-2.174322768,0.029680904,NA,,,19,ENSMUSG00000100789
ENSMUSG00000100838_Gm29094,1.940280415,-1.487463019,1.852530011,-0.80293599,0.422011733,NA,,,19,ENSMUSG00000100838
ENSMUSG00000100865_Gm9320,2.094465722,0.106258276,1.327551529,0.080040792,0.936204813,NA,,,19,ENSMUSG00000100865
ENSMUSG00000100867_Gm18981,1.236466269,1.008220101,1.425354758,0.707346782,0.479351,NA,,,19,ENSMUSG00000100867
ENSMUSG00000100927_Gm28536,3.837735404,0.084769614,0.962352002,0.088085871,0.929808426,NA,,,19,ENSMUSG00000100927
ENSMUSG00000100980_Gm29100,2.722492239,0.211792942,1.018180466,0.208011201,0.835220221,NA,,,19,ENSMUSG00000100980
ENSMUSG00000100987_Gm1627,2.022082763,-0.345360293,1.469580336,-0.235006066,0.814204025,NA,,,19,ENSMUSG00000100987
ENSMUSG00000101014_Gm28289,2.848830033,-0.206918266,1.295956928,-0.159664462,0.873145397,NA,,,19,ENSMUSG00000101014
ENSMUSG00000101059_Gm4017,1.749287465,1.208861547,1.234307327,0.979384567,0.327389999,NA,,,19,ENSMUSG00000101059
ENSMUSG00000101102_Gm28609,1.339576685,1.457197379,1.48888563,0.978716799,0.327719929,NA,,,19,ENSMUSG00000101102
ENSMUSG00000101133_Gm29050,3.079698929,0.596187102,1.330474933,0.448100965,0.654080331,NA,,,19,ENSMUSG00000101133
ENSMUSG00000101135_Gm17981,0.885407239,1.437860639,1.961515177,0.733035694,0.46353666,NA,,,19,ENSMUSG00000101135
ENSMUSG00000101144_Gm29054,0.843868114,-0.652583753,1.969222099,-0.331391646,0.740348674,NA,,,19,ENSMUSG00000101144
ENSMUSG00000101166_Gm28496,4.296840456,0.600033494,0.917848519,0.653739132,0.513279888,NA,,,19,ENSMUSG00000101166
