"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"4833422M21Rik",3.258869893,0.769353449,1.058985469,0.726500477,0.467532015,NA,NA
"4933417D19Rik",3.80086415,0.852249641,1.045901002,0.814847332,0.415159704,NA,NA
"Platr4",3.275037214,-0.665945305,1.202742183,-0.553689157,0.579791597,NA,NA
"Gm26865",0.73891555,0.78597902,2.99892226,0.262087161,0.793254245,NA,NA
"Gm26862",0.762676988,2.250822656,3.043834585,0.73946944,0.45962199,NA,NA
"4921507G05Rik",1.634595147,0.81110442,1.323879737,0.612672282,0.540093053,NA,NA
"Gm7389",0.994826561,0.640154988,1.913268436,0.334587127,0.737936557,NA,NA
"Gm2093",2.576265055,0.549402332,1.2156983,0.451923255,0.651324271,NA,NA
"Gm16853",1.386991902,-0.295079108,1.413756012,-0.208719967,0.834666852,NA,NA
"Gm26761",0.665489164,0.95709886,2.113894342,0.452765704,0.650717462,NA,NA
"Gm26608",1.185526992,-0.832898247,1.724128068,-0.483083747,0.629036274,NA,NA
"Gm26612",2.263044631,0.516706799,1.244022085,0.415351789,0.677884394,NA,NA
"Gm26645",1.149681138,0.554255268,1.594462244,0.347612664,0.728131094,NA,NA
"4930505N22Rik",1.375377975,1.232800711,1.34842039,0.914255466,0.360582625,NA,NA
"4930471M09Rik",0.839787164,1.196059001,1.9321228,0.619038811,0.535890791,NA,NA
"4833412C05Rik",1.196782835,-0.06810052,1.401785764,-0.048581261,0.961253004,NA,NA
"Gm26739",1.655689183,2.123083987,1.419248896,1.49592083,0.134674287,NA,NA
"E030037K01Rik",2.770354756,0.313501275,1.150011547,0.272607067,0.785155279,NA,NA
"Gm10532",1.266617654,-0.809329475,2.059478426,-0.392977885,0.694335816,NA,NA
"Gm20109",0.995073386,0.621595866,1.715916019,0.362253082,0.717162916,NA,NA
"1700026J14Rik",0.716116645,2.160512135,2.343356649,0.921973246,0.356542531,NA,NA
"1700066J03Rik",0.676393146,-0.728983885,2.325678011,-0.313450048,0.753938766,NA,NA
"Gm26850",1.413764795,1.350883895,1.422131886,0.949900574,0.342162775,NA,NA
"4930445N18Rik",0.792233463,1.160098209,1.798037672,0.645202393,0.518796036,NA,NA
"E030044B06Rik",3.36405921,1.346049666,0.99188948,1.357056097,0.174763387,NA,NA
"Gm26533",3.390410035,1.161217302,1.493759652,0.777378945,0.436935231,NA,NA
"Gm26688",1.608292516,1.035479414,1.384233671,0.748052469,0.45442851,NA,NA
"Ptgs2os2",1.441560793,-1.316679747,1.557416581,-0.845425536,0.397873292,NA,NA
"2010110K18Rik",1.237896868,-0.449606129,1.847163281,-0.243403566,0.807692782,NA,NA
"4930534D22Rik",1.294203846,0.876043764,2.126698136,0.411926709,0.680393144,NA,NA
"4732463B04Rik",1.669128315,1.147957644,1.497971661,0.766341363,0.443473213,NA,NA
"4833407H14Rik",1.568887895,-0.388700432,1.355514063,-0.286754997,0.774299923,NA,NA
"4933429H19Rik",0.896273989,0.763318106,1.685025334,0.453000967,0.650548045,NA,NA
"Gm16596",0.839892419,1.690666403,2.273891374,0.743512387,0.457171525,NA,NA
"Gm17473",1.52009775,0.436730594,1.336041378,0.326884033,0.743755598,NA,NA
"Gm6556",1.159589549,2.145208379,1.448510689,1.48097518,0.138613188,NA,NA
"Gm26810",1.369830693,0.983431875,1.763921815,0.557525774,0.577168254,NA,NA
"9630001P10Rik",1.592888365,-0.005729919,1.194808,-0.004795682,0.996173614,NA,NA
"5330439K02Rik",1.828647961,0.693102682,1.236330818,0.560612638,0.575061634,NA,NA
"4930540M05Rik",1.014073733,0.646613576,1.665035177,0.388348297,0.6977583,NA,NA
"Gm5976",2.919483664,-0.371956611,1.086086014,-0.342474358,0.731993938,NA,NA
"Gm26911",2.724664861,0.077935813,1.132969118,0.068789001,0.945157574,NA,NA
"Gm807",0.927346579,0.602782585,1.634387653,0.368812493,0.712267492,NA,NA
"Mir205hg",4.161781546,-1.068903055,1.346540605,-0.793814201,0.427303604,NA,NA
"4933405D12Rik",0.804809922,0.163239356,2.311600745,0.070617452,0.94370222,NA,NA
"9530052C20Rik",2.03661223,0.197889428,1.097974155,0.180231408,0.856970902,NA,NA
"C030010L15Rik",2.431494966,-0.849038121,1.211301305,-0.700930576,0.483346342,NA,NA
"0610038B21Rik",3.560970734,0.043691078,0.825541786,0.052924127,0.957792361,NA,NA
"Gm26682",4.168444137,1.646108269,0.828613637,1.986581195,0.046968827,NA,NA
"Gm26801",0.998863209,2.556707871,1.738116806,1.470964358,0.141300756,NA,NA
"1700034P13Rik",2.007705639,-0.122542411,1.053941331,-0.116270619,0.90743807,NA,NA
"Gm26680",1.415046574,-0.372083919,1.420322621,-0.261971409,0.793343485,NA,NA
"5033428I22Rik",2.981342578,0.557616727,1.185099755,0.470523029,0.637981385,NA,NA
"Gm26691",1.322399082,0.347022234,1.383366362,0.250853457,0.80192741,NA,NA
"Gm27021",1.603179424,-3.516650322,2.596963175,-1.354139464,0.175691888,NA,NA
"Gm26576",2.648381764,0.565513314,1.082007497,0.522651937,0.601216491,NA,NA
"Gm26577",1.009892957,2.167717779,2.11919291,1.022897806,0.306356167,NA,NA
"Gm26574",0.748166381,0.706894284,2.323035521,0.304297665,0.760901124,NA,NA
"Gm26575",1.546737841,1.179664044,1.189120025,0.992047917,0.321174152,NA,NA
"6720483E21Rik",0.834293893,1.443290591,2.302632736,0.62680017,0.530790232,NA,NA
"Gm6967",0.674827762,0.033126911,2.379263144,0.013923181,0.988891268,NA,NA
"Gm27002",1.690100991,0.889535363,1.136043697,0.783011574,0.433620316,NA,NA
"Gm27028",2.764373772,0.543012525,0.936243817,0.579990506,0.56192102,NA,NA
"Scgb2b15",102.3245382,24.62120861,3.028893486,8.12877994,NA,NA,NA
"Gm4691",3.54309666,-0.022793947,1.09351849,-0.020844593,0.983369626,NA,NA
"Scgb2b12",10.98252716,21.54358901,3.048784901,7.066286964,NA,NA,NA
"Gm4335",0.894264535,3.837806201,2.503385874,1.5330462,0.125264472,NA,NA
"Gm27017",1.559781108,0.027485245,1.446133593,0.01900602,0.984836303,NA,NA
"Gm27048",1.26694986,0.246541766,1.498853023,0.164486952,0.869347817,NA,NA
"Gm9522",3.978451735,-0.516369749,1.856983267,-0.278069145,0.780959281,NA,NA
"Gm7765",0.634269172,1.982327642,2.371737974,0.835812246,0.403260536,NA,NA
"Gm20757",0.816008815,-0.83840676,2.159923176,-0.388165083,0.697893871,NA,NA
"Gm5345",3.525335208,0.149649737,0.902783096,0.165764886,0.86834198,NA,NA
"Gm26992",1.850153339,-0.20625363,1.337849784,-0.154168004,0.87747727,NA,NA
"Gm16470",0.799278977,1.743701129,1.979074639,0.881068907,0.378280525,NA,NA
"Gm8707",0.833702266,1.623429302,2.58708284,0.627513459,0.530322717,NA,NA
"Scgb2b17",127.4709638,9.247686811,2.999709506,3.082860788,NA,NA,NA
"Gm6085",0.947181412,0.464644144,1.699026563,0.27347668,0.784486816,NA,NA
"Gm4654",2.355618362,-0.153265521,1.319623416,-0.116143378,0.907538911,NA,NA
"Gm4804",3.287925922,-0.5449401,0.948927179,-0.574269673,0.565785328,NA,NA
"Gm27011",3.495371482,0.504132239,0.890418502,0.566174487,0.571275171,NA,NA
"Gm9169",0.8759438,2.440592961,2.000094707,1.220238698,0.222374401,NA,NA
"Arl14",0.789626083,-0.319436958,2.66554546,-0.119839246,0.904610492,NA,NA
"Gm27045",1.262508655,0.819325886,1.831989622,0.447232821,0.654706966,NA,NA
"Gm27030",1.279721162,-0.958085375,1.37440879,-0.697089092,0.48574704,NA,NA
"Gm27222",1.61672279,-0.312763096,1.174896184,-0.266204879,0.790081426,NA,NA
"Gm27517",1.543727625,-1.447048142,2.306811021,-0.627293753,0.530466698,NA,NA
"Gm27221",3.336817033,0.728268555,0.866258508,0.840705803,0.400512769,NA,NA
"Gm18014",1.166697638,-0.66650075,1.421657357,-0.468819541,0.639198631,NA,NA
"5830468F06Rik",1.089959269,-0.159962472,1.575488135,-0.101532006,0.919128151,NA,NA
"Gm2274",2.303512503,5.620312269,3.056370256,1.838884624,0.065932158,NA,NA
"Gm27184",3.730663719,-0.327738409,1.16992207,-0.280136957,0.779372431,NA,NA
"Gm19353",0.822464426,0.499609898,1.807412082,0.276422794,0.782223351,NA,NA
"Gm27217",0.664617817,0.412124061,2.366139728,0.174175708,0.861727376,NA,NA
"Anxa11os",1.135477592,-0.671962393,1.664642163,-0.403667772,0.686457042,NA,NA
"Gm28041",3.126745433,0.036496838,1.069661309,0.034119994,0.972781465,NA,NA
"Gm27252",4.090306466,-0.256084333,1.048412898,-0.244259045,0.8070302,NA,NA
"Rps2-ps5",1.574301639,-1.240818385,1.450216114,-0.855609294,0.392213928,NA,NA
"Gm28053",2.402823592,-0.291682285,1.067175611,-0.273321731,0.784605912,NA,NA
"Gm27151",0.759537685,-1.263410684,2.670758151,-0.473053198,0.636175226,NA,NA
"Gm27179",0.979161432,1.206196324,1.491087209,0.808937476,0.418551111,NA,NA
"Gm28044",1.202938252,1.198833282,2.057674823,0.582615518,0.560152157,NA,NA
"Gm27286",2.09882679,0.302673746,1.452265307,0.208414912,0.834905014,NA,NA
"Gm17828",0.95172737,1.199973543,2.185285673,0.549115183,0.582926406,NA,NA
"Rpl15-ps2",0.928416294,0.325881625,1.515880009,0.21497851,0.829784074,NA,NA
"Gm28006",0.830688481,1.775619732,1.754746212,1.011895464,0.311588039,NA,NA
"Rdh16f1",1.627655063,-1.871664281,2.976061465,-0.62890646,NA,NA,NA
"Gm27176",3.336817033,0.728268555,0.866258508,0.840705803,0.400512769,NA,NA
"Gm28050",2.565725472,-0.013039915,1.016504105,-0.012828197,0.98976486,NA,NA
"Gm27861",0.843673279,0.600702349,1.738433407,0.345542341,0.729686685,NA,NA
"0610031O16Rik",3.034414127,-0.056763751,1.376925303,-0.041225004,0.967116521,NA,NA
"Gm3331",1.978985236,-0.251854186,1.169186614,-0.215409741,0.829447876,NA,NA
"Gm28052",2.914689988,5.900623947,3.055210114,1.931331636,NA,NA,NA
"Gm28187",4.116628644,-0.153835193,0.829881662,-0.185370035,0.85293881,NA,NA
"Gm6159",0.735368998,1.710891037,2.349502211,0.728192989,0.466495457,NA,NA
"1700110C19Rik",0.790820006,1.709548575,1.816043976,0.941358578,0.346521133,NA,NA
"Gm29603",0.934070164,1.222827644,2.276841241,0.537071985,0.591217891,NA,NA
"Gm7809",1.693770597,0.362371158,1.447447738,0.250351808,0.802315295,NA,NA
"Gm4275",0.862507986,1.031802409,2.62679856,0.392798452,0.694468348,NA,NA
"Gm17826",0.697091172,1.042914607,2.362615437,0.441423767,0.658906239,NA,NA
"Gm29340",4.081440803,-0.277000113,1.149433851,-0.240988303,0.809564182,NA,NA
"Gm5525",2.109570875,-0.34422986,1.267916755,-0.271492476,0.786012286,NA,NA
"Gm28729",5.730052695,2.071482593,1.215353452,1.704428115,NA,NA,NA
"C330022C24Rik",1.912632898,-0.267483906,1.669042003,-0.160261938,0.87267474,NA,NA
"Gm5776",0.935510689,-0.213178425,2.566347575,-0.083066856,0.93379838,NA,NA
"Ppp1r2-ps2",0.651821674,1.998803501,2.083140958,0.959514282,0.337299728,NA,NA
"Gm10830",0.941995928,1.581703522,1.941277244,0.814774668,0.415201304,NA,NA
"Gm21149",7.725775659,1.553745255,1.610929543,0.964502304,NA,NA,NA
"Gm8228",1.819430616,0.495652322,1.470023692,0.337173016,0.735986477,NA,NA
"Gm28497",0.971086043,2.135352816,2.67418116,0.798507165,0.424576237,NA,NA
"1810012K16Rik",1.683856123,0.069646514,1.207083537,0.057698172,0.95398905,NA,NA
"Gm29668",1.207656404,1.251312879,1.433416163,0.872958539,0.382685677,NA,NA
"Gm21742",1.307958692,3.624876155,1.894501637,1.9133666,0.055701137,NA,NA
"Rbm3-ps",2.581061594,0.22331766,1.023152543,0.218264286,0.827223199,NA,NA
"9130227L01Rik",1.372210876,3.688254473,2.017872829,1.827793318,0.067580576,NA,NA
"Gm5619",3.533682256,-0.461814107,1.071985231,-0.430802677,0.666611853,NA,NA
"Tubb4b-ps2",1.202985612,-0.519469852,1.40387588,-0.370025484,0.711363503,NA,NA
"Gm6501",3.177628176,-1.158349777,1.175373988,-0.985515921,0.324370715,NA,NA
"Gm29642",0.883358645,-0.107999276,1.984238008,-0.05442859,0.956593701,NA,NA
"Gm8337",3.386199007,-0.097812204,0.924096535,-0.105846306,0.915704296,NA,NA
"Gm29103",0.686198327,2.842818892,3.069888184,0.926033367,0.35442864,NA,NA
"Gm28154",4.178409447,2.673914382,1.215676969,2.199527053,0.027840468,NA,NA
"Gm28707",2.256302264,0.454776527,1.000542942,0.454529744,0.649447589,NA,NA
"1810008I18Rik",1.651644441,2.268378112,1.715574664,1.3222264,0.186092773,NA,NA
"Gm28760",1.68563772,-0.896302417,2.025524889,-0.442503779,0.658124696,NA,NA
"Gm553",0.752638032,0.216401354,1.804848997,0.119899977,0.904562383,NA,NA
"1700025N23Rik",0.731001876,2.164745011,2.086566705,1.037467437,0.299518064,NA,NA
"Gm6445",3.173909504,-2.270198334,1.182201636,-1.920313984,0.054818251,NA,NA
"Gm19585",2.142640273,-0.00253785,1.086942222,-0.002334852,0.998137059,NA,NA
"Gm28382",3.641977786,-3.5563411,1.231791091,-2.88713007,0.003887735,NA,NA
"2310034O05Rik",1.003815508,-0.319309611,1.720409521,-0.185600932,0.852757723,NA,NA
"Gm28527",0.708234705,-0.375042495,1.991486668,-0.188322875,0.850623554,NA,NA
"Gm28512",0.96074709,0.783017614,1.764672392,0.443718402,0.657246189,NA,NA
"Gm29093",1.472062528,0.609885782,1.49928332,0.406784878,0.684165994,NA,NA
"H3c7",2.391583241,1.242503544,1.266299042,0.981208626,0.326489871,NA,NA
"Gm29257",1.989344887,-0.203781708,1.166832086,-0.174645272,0.861358373,NA,NA
"Slc18a3",1.068119213,2.169450317,1.947103024,1.114193902,0.265196011,NA,NA
"1700020N18Rik",1.604409445,-0.586903868,1.198766368,-0.489589868,0.624424148,NA,NA
"C4bp-ps1",1.163304326,2.834658174,1.762107896,1.608674577,0.107687518,NA,NA
"Gm28068",1.531804334,-1.056617641,1.25025916,-0.845118896,0.398044459,NA,NA
"6030407O03Rik",2.799591484,2.026233077,1.229745277,1.647685188,0.099417289,NA,NA
"2600014E21Rik",1.70679545,-0.777704965,1.484193738,-0.523991542,0.600284423,NA,NA
"Gm6644",2.958711243,0.373948805,1.326662022,0.281871946,0.778041702,NA,NA
"Gm29417",0.802353218,2.990312626,2.305994106,1.296756404,0.194715015,NA,NA
"Gm7895",2.094475593,1.515097581,1.112164898,1.36229581,0.173104549,NA,NA
"Gm29367",0.853896848,0.535984568,1.712824446,0.312924403,0.754338097,NA,NA
"Gm28578",0.945931227,-0.134287886,2.629206781,-0.051075437,0.959265409,NA,NA
"C530043A13Rik",6.067559268,1.661847348,1.756738986,0.945984214,NA,NA,NA
"D830032E09Rik",2.687836553,1.3903859,1.289915618,1.077889035,0.281083279,NA,NA
"Gm29264",1.489232007,-0.014513103,1.523749591,-0.009524599,0.992400585,NA,NA
"Gm29156",1.097602856,0.225193812,2.158857777,0.104311555,0.916922108,NA,NA
"Gm13283",2.065664954,-0.465459057,1.195441944,-0.38936149,0.697008755,NA,NA
"Gm12960",1.536130768,-2.236684233,2.313662062,-0.966729009,0.333679521,NA,NA
"Vmn1r90",3.005702593,1.791197022,1.337323368,1.339389608,0.180443871,NA,NA
"Gm28374",1.927566557,-0.441133313,1.34895943,-0.32701748,0.743654665,NA,NA
"Gm20379",0.78208928,1.707545254,2.301009228,0.742085357,0.458035621,NA,NA
"A830008E24Rik",1.774826917,0.417738036,1.616329664,0.258448536,0.796060762,NA,NA
"9430060I03Rik",2.282096164,-0.104100329,1.234900804,-0.084298535,0.932819077,NA,NA
"Gm29157",3.933283851,0.413028145,0.880160072,0.469264805,0.638880369,NA,NA
"Gm6137",0.972374188,2.080525421,2.225830152,0.93471886,0.349933205,NA,NA
"Gm7329",1.948181371,-0.691722728,2.294408711,-0.301481913,0.76304704,NA,NA
"Gm29292",1.813934557,-3.700017482,1.864201696,-1.984773154,0.047169716,NA,NA
"Gm28231",1.4096411,-0.567345078,1.317734035,-0.43054597,0.666798535,NA,NA
"Gm29508",2.37944436,-3.026124038,1.391754749,-2.174322768,0.029680904,NA,NA
"Gm29094",1.940280415,-1.487463019,1.852530011,-0.80293599,0.422011733,NA,NA
"Gm9320",2.094465722,0.106258276,1.327551529,0.080040792,0.936204813,NA,NA
"Gm18981",1.236466269,1.008220101,1.425354758,0.707346782,0.479351,NA,NA
"Gm28536",3.837735404,0.084769614,0.962352002,0.088085871,0.929808426,NA,NA
"Gm29100",2.722492239,0.211792942,1.018180466,0.208011201,0.835220221,NA,NA
"Gm1627",2.022082763,-0.345360293,1.469580336,-0.235006066,0.814204025,NA,NA
"Gm28289",2.848830033,-0.206918266,1.295956928,-0.159664462,0.873145397,NA,NA
"Gm4017",1.749287465,1.208861547,1.234307327,0.979384567,0.327389999,NA,NA
"Gm28609",1.339576685,1.457197379,1.48888563,0.978716799,0.327719929,NA,NA
"Gm29050",3.079698929,0.596187102,1.330474933,0.448100965,0.654080331,NA,NA
"Gm17981",0.885407239,1.437860639,1.961515177,0.733035694,0.46353666,NA,NA
"Gm29054",0.843868114,-0.652583753,1.969222099,-0.331391646,0.740348674,NA,NA
"Gm28496",4.296840456,0.600033494,0.917848519,0.653739132,0.513279888,NA,NA
"Gm28535",1.254343886,-0.051581116,1.696209005,-0.030409646,0.975740352,NA,NA
"Gm28809",1.19046938,-0.669628651,1.534801144,-0.436296685,0.662621487,NA,NA
"Gm8326",0.946812259,0.830714514,1.673391257,0.496425752,0.61959406,NA,NA
"Gm29099",1.563008034,1.217030559,1.524532058,0.798297781,0.424697705,NA,NA
"2010310C07Rik",3.3341252,-0.230706928,0.994433268,-0.231998401,0.816539256,NA,NA
"Gm8449",0.706337726,2.23304694,2.731772029,0.817435319,0.413679699,NA,NA
"Gm28989",2.711766969,0.196031335,1.011812739,0.193742703,0.846377353,NA,NA
"Gm12663",1.12129248,-0.470236411,1.65085423,-0.284844296,0.775763434,NA,NA
"Gm19325",0.894165568,1.873824189,1.723091643,1.087477963,0.276825633,NA,NA
"Gm28183",0.934463084,0.380868585,1.661099661,0.229287016,0.818645844,NA,NA
"Gm7901",0.945168651,1.197516561,2.026840013,0.590829347,0.55463477,NA,NA
"Gm28932",0.779680959,0.759203398,1.76551149,0.430018951,0.667181856,NA,NA
"Gm28530",1.527786923,-0.224590769,1.311929269,-0.171191217,0.864073413,NA,NA
"Rps27a-ps1",1.572617356,0.967715434,1.398250388,0.692090231,0.488880666,NA,NA
"Gm28731",1.228952743,1.666642688,1.825640903,0.912908275,0.361290785,NA,NA
"Gm28265",3.50964487,-0.559208221,1.122646624,-0.498115978,0.6184023,NA,NA
"Rbm6-ps1",2.495513252,0.091915595,0.987293219,0.093098578,0.925825247,NA,NA
"Gm28905",0.910395702,1.774653518,1.582720671,1.12126767,0.262173943,NA,NA
"Gm28177",1.486392056,2.401075732,2.820255127,0.851368271,0.394564811,NA,NA
"1700066B17Rik",1.293112512,-1.074631235,1.34871533,-0.79678136,0.425578023,NA,NA
"Gm28307",1.107807285,0.490311937,1.937522555,0.25306128,0.800220859,NA,NA
"Gm19461",1.958529376,3.170746431,1.474036929,2.15106309,0.03147122,NA,NA
"Gm28306",1.7999422,-0.720447579,1.323060138,-0.544531241,0.586075956,NA,NA
"3830432H09Rik",1.803340512,0.609555081,1.084620161,0.561998663,0.57411693,NA,NA
"2310043L19Rik",3.851401916,-0.07818214,0.995074049,-0.078569168,0.937375312,NA,NA
"Olfr1392",1.306852778,-0.098634742,1.464040273,-0.067371605,0.946285874,NA,NA
"Gm2427",0.691977558,-0.421710332,2.73724453,-0.154063814,0.87755942,NA,NA
"Gm28447",1.897951463,-0.416116905,1.242810901,-0.334819162,0.737761505,NA,NA
"Rnf170-ps",0.86317587,1.408724349,2.211400914,0.637028022,0.524106591,NA,NA
"Gm9775",1.683835244,1.903060724,1.823725115,1.043501956,0.296715875,NA,NA
"Gm8203",1.657855139,0.882604766,1.397333162,0.631635168,0.527625301,NA,NA
"Gm29291",1.132442294,-0.456035636,1.464549347,-0.311382909,0.755509545,NA,NA
"Gm29427",2.76298685,-2.805441488,1.666336452,-1.683598463,0.092259296,NA,NA
"Gm28156",1.059454736,2.213798399,1.881612362,1.17654329,0.239377844,NA,NA
"Akp-ps1",2.928404079,0.584930005,0.981230706,0.596118732,0.551095911,NA,NA
"Gm19582",1.1174,0.782775646,1.619882234,0.483229971,0.628932457,NA,NA
"Ldhal6b",1.954684207,0.118590546,1.729526516,0.068568215,0.94533332,NA,NA
"H3c11",0.923169726,1.994389412,3.013862903,0.661738598,0.508138764,NA,NA
"Gm28722",2.96461596,1.473492373,1.04440603,1.410842459,0.158291072,NA,NA
"2900009J06Rik",3.184625262,0.525707374,0.94068795,0.55885416,0.576261256,NA,NA
"Gm28914",1.356841165,0.224561143,1.853485837,0.121156115,0.903567383,NA,NA
"Gm29106",2.075282508,1.332953277,1.176643959,1.132843344,0.257280046,NA,NA
"Gm4064",2.42825715,5.67920543,2.182246521,2.602458235,0.009255809,NA,NA
"Gm28913",3.696789827,0.560794484,0.946256357,0.592645407,0.553418484,NA,NA
"Gm20257",158.9999184,1.440754863,0.989004117,1.456773373,NA,NA,NA
"1700061E17Rik",0.907352581,2.444906921,1.929685004,1.266997938,0.205156027,NA,NA
"Gm29246",0.676734742,0.008056313,2.059686063,0.003911427,0.99687914,NA,NA
"A930006L05Rik",1.795052193,0.014706083,1.169433685,0.012575389,0.989966556,NA,NA
"Gm38058",2.058458916,0.418306467,1.295087365,0.322994786,0.746699191,NA,NA
"Gm37472",1.496125171,1.112210234,1.300565528,0.855174315,0.392454653,NA,NA
"Gm37475",2.280661571,-0.132090914,1.029579056,-0.128296039,0.8979147,NA,NA
"Gm34342",0.797618497,0.491493005,2.330589361,0.210887861,0.832974777,NA,NA
"Gm37192",1.381580109,-0.378572434,1.240521228,-0.305172072,0.760235102,NA,NA
"Gm10344",1.557564939,2.012495917,1.377916943,1.460534996,0.144143097,NA,NA
"Gm37490",1.941594508,0.787518493,1.268770217,0.62069434,0.534800754,NA,NA
"Gm2464",2.276429414,-1.928850965,1.29857339,-1.485361536,0.137448079,NA,NA
"Gm37885",3.86784921,1.359184242,1.335996267,1.017356317,0.308983955,NA,NA
"Gm37716",1.321807441,-0.116408246,1.65070521,-0.070520312,0.943779534,NA,NA
"Gm37145",2.014001925,-3.080234378,1.553192743,-1.983162999,0.047349225,NA,NA
"5730585A16Rik",0.742081806,0.623278594,1.815267943,0.343353496,0.73133254,NA,NA
"Gm34106",0.81419714,2.306143481,1.826331942,1.262718692,0.206690294,NA,NA
"Gm38194",0.837448807,-1.278815699,2.195331693,-0.582515937,0.56021921,NA,NA
"Pcdha3",1.971034517,-0.40474224,1.464853259,-0.276302242,0.782315934,NA,NA
"Gm19938",0.774886422,-1.033289906,2.059235493,-0.501783263,0.615819987,NA,NA
"9430053O09Rik",0.970493059,1.231040566,1.667079287,0.738441522,0.460246191,NA,NA
"Gm37045",1.53163795,0.719201038,1.508796993,0.476671839,0.633595819,NA,NA
"Gm37973",1.626342869,0.187662263,1.317296496,0.142460155,0.88671655,NA,NA
"Gm38140",1.900739364,-0.370351591,1.122511062,-0.32993135,0.741451834,NA,NA
"Gm37464",2.394422504,3.034478118,1.775474648,1.709108109,0.087430926,NA,NA
"Gm38344",0.98631525,-1.388357334,1.912865186,-0.725799886,0.467961457,NA,NA
"Gm38342",2.196230702,0.777935824,1.433192506,0.542799255,0.587268026,NA,NA
"Gm37370",1.194336392,0.353689801,1.312430899,0.269492132,0.787550996,NA,NA
"1600017P15Rik",1.594950684,0.593938923,1.346934437,0.440956076,0.659244796,NA,NA
"Gm38340",1.747413738,-0.961644287,1.213670691,-0.792343668,0.428160316,NA,NA
"Gm37783",1.064486161,-0.663117728,1.489177283,-0.445291327,0.656109235,NA,NA
"Gm37785",2.47200653,0.554303608,1.043863803,0.531011428,0.59541086,NA,NA
"Gm5103",4.30765181,-0.137794442,0.883059867,-0.156042016,0.875999903,NA,NA
"Gm38137",0.679431348,1.450623511,2.083043829,0.696396058,0.486180831,NA,NA
"Gm37568",2.048741821,-1.049871097,1.198876302,-0.875712612,0.381186287,NA,NA
"Gm37035",1.556150549,1.194925416,1.212529838,0.985481246,0.324387739,NA,NA
"Gm37967",3.725201562,0.055162185,0.853330359,0.064643411,0.94845792,NA,NA
"Mannr",1.06458773,1.365064446,1.655121842,0.824751636,0.40951261,NA,NA
"Gm38384",3.013623983,0.089971702,1.240664712,0.07251895,0.942188925,NA,NA
"Gm30097",0.871604061,0.205146601,1.746893748,0.117435077,0.906515289,NA,NA
"Gm37267",0.791748841,-1.628243104,2.251720287,-0.723110731,0.469611857,NA,NA
"Gm37847",2.947740562,0.097634842,1.014253452,0.096262766,0.923311882,NA,NA
"Gm37674",0.837847213,-0.738158994,1.882439243,-0.392128987,0.694962911,NA,NA
"Gm37671",0.649030249,-2.212391767,3.05953539,-0.723113638,0.469610071,NA,NA
"Gm37289",0.993101006,0.93779339,1.637203255,0.572802056,0.566778727,NA,NA
"Gm37786",2.041093331,0.895628463,1.231380729,0.727336755,0.467019688,NA,NA
"Gm38378",2.54316241,1.521533629,1.137915298,1.337123802,0.181182229,NA,NA
"Gm38379",2.211555338,0.160286152,1.372265047,0.116804077,0.907015313,NA,NA
"Gm37105",0.860758298,1.338248182,1.450188007,0.922810129,0.356106161,NA,NA
"Gm38312",2.022963213,0.003275103,1.266338907,0.002586277,0.997936452,NA,NA
"Gm38313",0.949265748,0.462609376,1.940026891,0.238455136,0.811528108,NA,NA
"Gm29994",4.20797291,-0.495571439,0.866799749,-0.571725406,0.567508019,NA,NA
"Gm6209",2.173875696,-1.671960249,1.106049912,-1.51164991,0.130622948,NA,NA
"Gm37935",3.442825872,-0.026842498,1.008743247,-0.026609841,0.978770924,NA,NA
"1700016A09Rik",1.249449055,0.743928912,1.499054779,0.496265328,0.619707225,NA,NA
"Gm37600",1.232182246,0.132000984,1.422500358,0.092795045,0.926066388,NA,NA
"4930403P22Rik",1.277811909,0.499560225,1.41370445,0.353369634,0.723811348,NA,NA
"Gm37183",0.819862828,1.841647089,2.292635807,0.803288112,0.421808228,NA,NA
"Gm33320",0.904784694,0.703525865,2.247699107,0.31299824,0.754281999,NA,NA
"Gm37625",0.659959115,0.907973297,2.064277908,0.439850319,0.66004552,NA,NA
"Gm37710",0.77807009,4.364639323,3.019372008,1.445545402,0.14830475,NA,NA
"Pdcd5-ps",2.292584268,0.495003691,1.134722843,0.436233124,0.662667597,NA,NA
"Gm8242",1.888457927,0.410591595,1.441003484,0.284934492,0.77569433,NA,NA
"Gm9694",1.34391351,1.79790111,1.62346429,1.107447278,0.268100595,NA,NA
"Gm38037",1.939226794,1.629966795,1.466589514,1.111399461,0.266396444,NA,NA
"C130023A14Rik",1.154287041,0.273060649,1.466827184,0.186157341,0.852321376,NA,NA
"Gm37084",0.841344158,2.36402579,2.260135911,1.045966209,0.295576634,NA,NA
"Gm37639",4.118283843,-0.363662806,0.786224759,-0.46254306,0.643691931,NA,NA
"Gm37139",1.134602396,0.004258088,1.81383464,0.002347561,0.998126919,NA,NA
"Gm2065",2.911083045,-0.871249992,1.21498979,-0.717084208,0.473322139,NA,NA
"5830415G21Rik",1.939170211,-2.208330815,1.489511082,-1.482587704,0.138183986,NA,NA
"Gm37850",0.673486217,-0.006754223,2.402956522,-0.002810797,0.997757312,NA,NA
"Gm37726",4.038443174,1.257213322,0.862262291,1.458040477,0.144829386,NA,NA
"Gm31728",2.680926042,1.448559876,1.096349176,1.321257777,0.186415427,NA,NA
